date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:17:29	3657445/3657445	---MC-	200	added ('OK')	application/json+oembed	etag:W/%22cacheable:c505ca66d8e80f09647177b4c69b8e29%22	https://6wripy-n1.myshopify.com/collections/geladeiras.oembed	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/geladeiras.oembed	(from https://6wripy-n1.myshopify.com/collections/geladeiras)
02:17:29	2207761/2207761	---MC-	200	added ('OK')	application/atom+xml	etag:W/%22cacheable:ae19d400507710da29da2dddaba3b23a%22	https://6wripy-n1.myshopify.com/collections/guarda-roupas.atom	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/guarda-roupas.atom	(from https://6wripy-n1.myshopify.com/collections/guarda-roupas)
02:17:33	2622766/2622766	---MC-	200	added ('OK')	application/json+oembed	etag:W/%22cacheable:f1e7b88d37cd5036108558235831616c%22	https://6wripy-n1.myshopify.com/collections/guarda-roupas.oembed	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/guarda-roupas.oembed	(from https://6wripy-n1.myshopify.com/collections/guarda-roupas)
02:17:34	791430/791430	---MC-	200	added ('OK')	application/atom+xml	etag:W/%22cacheable:1954bbf1923cb71242c18a6fe3d5905d%22	https://6wripy-n1.myshopify.com/collections/itens-para-casa.atom	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/itens-para-casa.atom	(from https://6wripy-n1.myshopify.com/collections/itens-para-casa)
02:17:36	943830/943830	---MC-	200	added ('OK')	application/json+oembed	etag:W/%22cacheable:c94231a7c92a8e7492929def47682776%22	https://6wripy-n1.myshopify.com/collections/itens-para-casa.oembed	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/itens-para-casa.oembed	(from https://6wripy-n1.myshopify.com/collections/itens-para-casa)
02:17:36	1402421/1402421	---MC-	200	added ('OK')	application/atom+xml	etag:W/%22cacheable:e2b1dd5b31d5a25c99844f6a87e1d881%22	https://6wripy-n1.myshopify.com/collections/maquinas-de-lavar.atom	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/maquinas-de-lavar.atom	(from https://6wripy-n1.myshopify.com/collections/maquinas-de-lavar)
02:17:39	1663235/1663235	---MC-	200	added ('OK')	application/json+oembed	etag:W/%22cacheable:b3191d6566e330bd65d890270a88b1cb%22	https://6wripy-n1.myshopify.com/collections/maquinas-de-lavar.oembed	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/maquinas-de-lavar.oembed	(from https://6wripy-n1.myshopify.com/collections/maquinas-de-lavar)
02:17:41	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2004%20May%202025%2005:17:40%20GMT	http://6wripy-n1.myshopify.com/cdn/shop/files/D_NQ_NP_2X_700644-MLU73213825807_122023-F-123_large.jpg?v=1746118486	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/files/D_NQ_NP_2X_700644-MLU73213825807_122023-F-123_large.7a9a76.delayed	(from https://6wripy-n1.myshopify.com/collections/sala-de-jantar)
02:17:41	2879065/2879065	---MC-	200	added ('OK')	application/atom+xml	etag:W/%22cacheable:1d6cfdcc6976ea44e0388123c630b51e%22	https://6wripy-n1.myshopify.com/collections/sala-de-jantar.atom	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/sala-de-jantar.atom	(from https://6wripy-n1.myshopify.com/collections/sala-de-jantar)
02:17:44	3426286/3426286	---MC-	200	added ('OK')	application/json+oembed	etag:W/%22cacheable:416ffe5202495c61a41eeeb903575a60%22	https://6wripy-n1.myshopify.com/collections/sala-de-jantar.oembed	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/sala-de-jantar.oembed	(from https://6wripy-n1.myshopify.com/collections/sala-de-jantar)
02:17:46	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2004%20May%202025%2005:17:45%20GMT	http://6wripy-n1.myshopify.com/cdn/shop/files/D_NQ_NP_2X_700644-MLU73213825807_122023-F-123_medium.jpg?v=1746118486	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/files/D_NQ_NP_2X_700644-MLU73213825807_122023-F-123_medium9a76.jpg	(from https://6wripy-n1.myshopify.com/collections/sala-de-jantar)
02:17:46	51906/51906	---M--	200	added ('OK')	image/jpeg	date:Sun,%2004%20May%202025%2005:17:45%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/files/D_NQ_NP_2X_700644-MLU73213825807_122023-F-123_large.jpg?v=1746118486	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/files/D_NQ_NP_2X_700644-MLU73213825807_122023-F-123_large9a76.jpg	(from https://6wripy-n1.myshopify.com/collections/sala-de-jantar)
02:17:47	17409/17409	---M--	200	added ('OK')	image/jpeg	date:Sun,%2004%20May%202025%2005:17:47%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/files/D_NQ_NP_2X_700644-MLU73213825807_122023-F-123_medium.jpg?v=1746118486	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/files/D_NQ_NP_2X_700644-MLU73213825807_122023-F-123_medium9a76.jpg	(from https://6wripy-n1.myshopify.com/collections/sala-de-jantar)
02:17:48	1225033/1225033	---MC-	200	added ('OK')	application/atom+xml	etag:W/%22cacheable:ae6bd8b68018ece1a9b6169a14b934f2%22	https://6wripy-n1.myshopify.com/collections/micro-ondas.atom	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/micro-ondas.atom	(from https://6wripy-n1.myshopify.com/collections/micro-ondas)
02:17:51	1461980/1461980	---MC-	200	added ('OK')	application/json+oembed	etag:W/%22cacheable:26d2023026dd8dc78d7bcaa40b6b5927%22	https://6wripy-n1.myshopify.com/collections/micro-ondas.oembed	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/micro-ondas.oembed	(from https://6wripy-n1.myshopify.com/collections/micro-ondas)
02:17:51	1180741/1180741	---MC-	200	added ('OK')	application/atom+xml	etag:W/%22cacheable:8bc05ff5a445d817df24079b0e444983%22	https://6wripy-n1.myshopify.com/collections/pneus.atom	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/pneus.atom	(from https://6wripy-n1.myshopify.com/collections/pneus)
02:17:53	1405944/1405944	---MC-	200	added ('OK')	application/json+oembed	etag:W/%22cacheable:5a66d6e1e96fa3d4bd874885cb8a6475%22	https://6wripy-n1.myshopify.com/collections/pneus.oembed	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/pneus.oembed	(from https://6wripy-n1.myshopify.com/collections/pneus)
02:17:53	566/566	---MC-	200	added ('OK')	application/atom+xml	etag:W/%22cacheable:c274ad602f849189874ca61cfb49fbba%22	https://6wripy-n1.myshopify.com/collections/frontpage.atom	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/frontpage.atom	(from https://6wripy-n1.myshopify.com/collections/frontpage)
02:17:54	187/187	---MC-	200	added ('OK')	application/json+oembed	etag:W/%22cacheable:aa88ee9d3077f841bef055002e9dc689%22	https://6wripy-n1.myshopify.com/collections/frontpage.oembed	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/frontpage.oembed	(from https://6wripy-n1.myshopify.com/collections/frontpage)
02:17:57	2636522/2636522	---MC-	200	added ('OK')	application/atom+xml	etag:W/%22cacheable:86800fe4837834834018db04e506d83d%22	https://6wripy-n1.myshopify.com/collections/televisoes.atom	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/televisoes.atom	(from https://6wripy-n1.myshopify.com/collections/televisoes)
02:18:00	3151777/3151777	---MC-	200	added ('OK')	application/json+oembed	etag:W/%22cacheable:514d817dd06159699a0a13bbea21ea32%22	https://6wripy-n1.myshopify.com/collections/televisoes.oembed	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/televisoes.oembed	(from https://6wripy-n1.myshopify.com/collections/televisoes)
02:18:00	1189823/1189823	---MC-	200	added ('OK')	application/atom+xml	etag:W/%22cacheable:5f0cc728bff86293b30811ef47c822ac%22	https://6wripy-n1.myshopify.com/collections/ventiladores.atom	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/ventiladores.atom	(from https://6wripy-n1.myshopify.com/collections/ventiladores)
02:18:03	1418639/1418639	---MC-	200	added ('OK')	application/json+oembed	etag:W/%22cacheable:cea5867d1f3fa9fd51b037f3e635d71d%22	https://6wripy-n1.myshopify.com/collections/ventiladores.oembed	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/ventiladores.oembed	(from https://6wripy-n1.myshopify.com/collections/ventiladores)
